20318	106
20402	111
20486	132
20570	118
20655	109
20738	112
20822	94
20914	111
21004	106
21094	112
21186	111
21275	95
21369	91
21466	99
21564	99
21666	110
21763	103
21875	98
21980	94
22087	105
22204	89
22309	94
22424	94
22556	91
22676	91
22816	86
22931	95
23061	86
23200	88
23321	88
23442	82
23571	85
23722	84
23859	83
23995	91
24142	86
24302	84
24452	84
24622	82
24779	89
24937	81
25127	85
25316	76
25510	82
25733	79
25940	78
26142	77
26336	74
26552	73
26772	71
27007	70
27312	69
27635	72
27963	70
28301	71
28642	68
29004	67
29344	69
29735	65
30142	71
30590	69
31033	66
31534	69
32071	69
